,node_number,drone_number,capacity_of_drones,arc_weight,result,type
658,9,30,480,25,-1.0,Infeasible
659,9,30,480,30,-1.0,Infeasible
660,9,30,540,5,-1.0,Infeasible
661,9,30,540,10,-1.0,Infeasible
662,9,30,540,15,-1.0,Infeasible
663,9,30,540,20,-1.0,Infeasible
664,9,30,540,25,-1.0,Infeasible
665,9,30,540,30,-1.0,Infeasible
666,9,30,600,5,-1.0,Infeasible
667,9,30,600,10,-1.0,Infeasible
668,9,30,600,15,-1.0,Infeasible
669,9,30,600,20,-1.0,Infeasible
670,9,30,600,25,-1.0,Infeasible
671,9,30,600,30,-1.0,Infeasible
672,9,35,180,5,-1.0,Infeasible
673,9,35,180,10,-1.0,Infeasible
674,9,35,180,15,-1.0,Infeasible
675,9,35,180,20,-1.0,Infeasible
676,9,35,180,25,-1.0,Infeasible
677,9,35,180,30,-1.0,Not Cover
